EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,JobRole,MaritalStatus,State,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,LevelofEducation,LevelofJob,JobSatisfaction,PerformanceRating
54,27,No,Research & Development,2,Life Sciences,Female,Laboratory Technician,Divorced,Massachusetts,2341,1,No,13,1,1,0,0,Masters,Entry Level,Low,Excellent
346,29,No,Research & Development,15,Life Sciences,Male,Research Scientist,Single,Louisiana,2340,1,No,19,6,6,5,1,Bachelors,Entry Level,Very High,Excellent
622,26,Yes,Research & Development,24,Technical Degree,Male,Laboratory Technician,Single,Kansas,2340,1,Yes,18,1,1,0,0,Bachelors,Entry Level,Very High,Excellent
2032,56,Yes,Research & Development,7,Technical Degree,Male,Laboratory Technician,Married,Illinois,2339,8,No,11,14,10,9,9,College,Entry Level,High,Excellent
1844,29,Yes,Human Resources,13,Human Resources,Male,Human Resources,Divorced,South Carolina,2335,4,Yes,15,4,2,2,2,Bachelors,Entry Level,Low,Excellent
951,32,No,Research & Development,1,Life Sciences,Female,Laboratory Technician,Married,South Dakota,2332,6,No,20,5,3,0,0,Bachelors,Entry Level,Medium,Outstanding
941,31,No,Sales,7,Life Sciences,Male,Sales Representative,Married,Mississippi,2329,3,No,15,13,7,7,5,Masters,Entry Level,High,Excellent
284,22,No,Research & Development,5,Life Sciences,Male,Research Scientist,Divorced,Massachusetts,2328,1,Yes,16,4,4,2,2,Bachelors,Entry Level,Medium,Excellent
403,37,No,Research & Development,9,Medical,Male,Research Scientist,Married,Maine,2326,1,Yes,12,4,4,2,1,Bachelors,Entry Level,Very High,Excellent
235,19,Yes,Sales,1,Technical Degree,Female,Sales Representative,Single,New York,2325,0,No,21,1,0,0,0,College,Entry Level,Low,Outstanding
217,22,No,Research & Development,19,Medical,Male,Research Scientist,Married,Georgia,2323,1,No,24,2,2,2,2,College,Entry Level,Very High,Outstanding
1077,20,Yes,Sales,9,Marketing,Female,Sales Representative,Single,Oklahoma,2323,1,Yes,14,2,2,2,0,Bachelors,Entry Level,Very High,Excellent
113,23,No,Sales,2,Technical Degree,Male,Sales Representative,Divorced,South Carolina,2322,3,No,13,3,0,0,0,College,Entry Level,Low,Excellent
991,31,Yes,Research & Development,9,Medical,Male,Research Scientist,Single,Tennessee,2321,0,Yes,22,4,3,2,1,College,Entry Level,Low,Outstanding
816,29,Yes,Research & Development,1,Life Sciences,Female,Laboratory Technician,Married,Michigan,2319,1,Yes,11,1,1,0,0,College,Entry Level,Low,Excellent
933,27,No,Research & Development,4,Life Sciences,Female,Research Scientist,Single,Virginia,2318,1,No,19,1,1,1,0,Bachelors,Entry Level,High,Excellent
882,32,No,Research & Development,1,Life Sciences,Male,Laboratory Technician,Divorced,Georgia,2314,0,No,12,4,3,0,0,Bachelors,Entry Level,Very High,Excellent
1108,33,Yes,Research & Development,25,Medical,Male,Research Scientist,Single,Wyoming,2313,4,Yes,20,5,2,2,2,Bachelors,Entry Level,Medium,Outstanding
247,34,No,Research & Development,27,Medical,Female,Research Scientist,Single,Rhode Island,2311,2,No,15,9,3,2,1,College,Entry Level,Medium,Excellent
1541,34,No,Sales,7,Technical Degree,Male,Sales Representative,Married,Delaware,2308,0,Yes,25,12,11,10,5,College,Entry Level,High,Outstanding
1905,34,Yes,Research & Development,16,Technical Degree,Male,Research Scientist,Married,Connecticut,2307,1,Yes,23,5,5,2,3,Masters,Entry Level,Low,Outstanding
205,53,No,Sales,6,Marketing,Male,Sales Representative,Married,Louisiana,2306,2,Yes,20,13,7,7,4,College,Intermediate,High,Outstanding
1718,26,No,Research & Development,17,Medical,Male,Laboratory Technician,Married,South Dakota,2305,1,No,15,3,3,2,0,Masters,Entry Level,High,Excellent
1331,31,Yes,Sales,1,Life Sciences,Female,Sales Representative,Single,Maryland,2302,1,Yes,11,3,3,2,2,Bachelors,Entry Level,Medium,Excellent
766,29,No,Sales,10,Marketing,Male,Sales Representative,Divorced,Hawaii,2297,1,No,14,2,2,2,2,Bachelors,Entry Level,Medium,Excellent
1551,24,No,Research & Development,21,Technical Degree,Male,Laboratory Technician,Divorced,Arizona,2296,0,No,14,2,1,1,0,College,Entry Level,Low,Excellent
45,24,Yes,Research & Development,1,Medical,Male,Research Scientist,Married,New Jersey,2293,2,Yes,16,6,2,0,2,Bachelors,Entry Level,Very High,Excellent
55,26,Yes,Research & Development,25,Life Sciences,Male,Laboratory Technician,Single,California,2293,1,No,12,1,1,0,0,Bachelors,Entry Level,High,Excellent
1206,44,No,Research & Development,17,Life Sciences,Male,Research Scientist,Single,Idaho,2290,2,No,13,6,0,0,0,Bachelors,Entry Level,High,Excellent
1772,41,No,Research & Development,9,Life Sciences,Male,Laboratory Technician,Divorced,Arkansas,2289,1,No,20,5,5,3,0,Masters,Entry Level,Low,Outstanding
245,38,No,Research & Development,9,Life Sciences,Female,Laboratory Technician,Single,Kentucky,2288,1,No,12,2,2,2,2,College,Entry Level,Very High,Excellent
514,30,Yes,Research & Development,4,Technical Degree,Male,Research Scientist,Single,Wyoming,2285,9,Yes,23,3,1,0,0,Bachelors,Entry Level,Very High,Outstanding
260,27,No,Research & Development,9,Medical,Female,Research Scientist,Single,Kansas,2279,1,No,16,7,7,7,0,Bachelors,Entry Level,Medium,Excellent
910,33,No,Human Resources,3,Human Resources,Male,Human Resources,Divorced,Missouri,2277,3,Yes,11,7,4,3,0,College,Entry Level,Medium,Excellent
1702,23,Yes,Sales,7,Life Sciences,Male,Sales Representative,Divorced,Illinois,2275,1,Yes,21,3,3,2,0,Bachelors,Entry Level,Very High,Outstanding
834,45,No,Research & Development,2,Life Sciences,Female,Research Scientist,Single,Pennsylvania,2274,1,No,14,1,1,0,0,Bachelors,Entry Level,High,Excellent
1533,23,No,Research & Development,20,Life Sciences,Male,Laboratory Technician,Single,Illinois,2272,0,No,14,5,4,3,1,College,Intermediate,High,Excellent
996,45,No,Research & Development,1,Medical,Female,Laboratory Technician,Divorced,Alabama,2270,3,No,14,8,5,3,0,Masters,Entry Level,Very High,Excellent
63,35,No,Research & Development,8,Life Sciences,Male,Laboratory Technician,Married,Louisiana,2269,1,No,19,1,1,0,0,College,Entry Level,Very High,Excellent
2013,32,No,Sales,1,Medical,Male,Sales Representative,Married,Rhode Island,2269,0,No,14,3,2,2,2,Masters,Entry Level,Medium,Excellent
321,59,No,Human Resources,6,Medical,Male,Human Resources,Married,Oklahoma,2267,8,No,17,7,2,2,2,College,Entry Level,High,Excellent
945,48,No,Research & Development,20,Medical,Male,Research Scientist,Married,Michigan,2259,4,No,17,13,0,0,0,Masters,Entry Level,High,Excellent
525,43,No,Research & Development,21,Medical,Male,Laboratory Technician,Married,Virginia,2258,7,No,20,8,3,2,1,Bachelors,Entry Level,Very High,Outstanding
1172,35,No,Research & Development,1,Medical,Male,Laboratory Technician,Married,Kentucky,2258,6,No,12,10,8,0,1,Masters,Entry Level,High,Excellent
511,22,No,Research & Development,11,Medical,Female,Research Scientist,Married,Oklahoma,2244,1,No,13,2,2,1,1,Bachelors,Entry Level,Medium,Excellent
200,41,No,Research & Development,9,Life Sciences,Male,Laboratory Technician,Married,Pennsylvania,2238,2,No,21,7,5,0,1,Masters,Entry Level,Low,Outstanding
1244,27,No,Research & Development,14,Life Sciences,Male,Research Scientist,Married,Hawaii,2235,1,Yes,14,9,9,7,6,Bachelors,Entry Level,Low,Excellent
332,39,No,Research & Development,1,Medical,Female,Laboratory Technician,Divorced,New Jersey,2232,7,No,14,7,3,2,1,Masters,Entry Level,High,Excellent
216,34,No,Sales,2,Marketing,Female,Sales Representative,Married,New Jersey,2231,6,No,18,6,4,3,1,Masters,Entry Level,High,Excellent
1931,27,No,Research & Development,2,Technical Degree,Male,Research Scientist,Married,Virginia,2226,1,No,11,6,5,3,1,Masters,Entry Level,Medium,Excellent
1055,34,No,Sales,10,Life Sciences,Female,Sales Representative,Married,Maine,2220,1,Yes,19,1,1,1,0,Masters,Entry Level,High,Excellent
530,31,No,Research & Development,1,Life Sciences,Male,Laboratory Technician,Married,Kentucky,2218,1,No,12,4,4,2,3,College,Entry Level,Low,Excellent
741,28,Yes,Research & Development,1,Life Sciences,Female,Research Scientist,Single,Georgia,2216,7,Yes,13,10,7,7,3,College,Entry Level,Medium,Excellent
483,40,No,Research & Development,10,Life Sciences,Female,Laboratory Technician,Married,Virginia,2213,3,Yes,13,10,7,7,1,Masters,Entry Level,High,Excellent
1219,24,Yes,Research & Development,17,Life Sciences,Female,Laboratory Technician,Married,Kansas,2210,1,No,13,1,1,0,0,College,Entry Level,Medium,Excellent
1102,28,No,Research & Development,15,Life Sciences,Male,Laboratory Technician,Divorced,New York,2207,1,No,16,4,4,2,2,College,Entry Level,High,Excellent
41,30,No,Research & Development,9,Medical,Male,Laboratory Technician,Single,Massachusetts,2206,1,No,13,10,10,0,1,College,Entry Level,High,Excellent
495,29,No,Research & Development,23,Life Sciences,Male,Research Scientist,Single,West Virginia,2201,9,No,16,6,3,2,1,Bachelors,Entry Level,Very High,Excellent
88,35,No,Research & Development,1,Medical,Male,Research Scientist,Married,Virginia,2194,4,No,13,5,3,2,1,Bachelors,Entry Level,Low,Excellent
655,27,No,Research & Development,6,Medical,Female,Research Scientist,Divorced,Vermont,2187,0,No,12,6,5,3,0,Masters,Entry Level,High,Excellent
1987,25,No,Human Resources,2,Human Resources,Female,Human Resources,Married,Missouri,2187,4,No,14,6,2,0,1,Bachelors,Entry Level,Medium,Excellent
1747,30,Yes,Human Resources,8,Human Resources,Female,Human Resources,Divorced,Pennsylvania,2180,6,No,11,6,4,2,1,Bachelors,Entry Level,Very High,Excellent
309,59,No,Research & Development,3,Life Sciences,Male,Research Scientist,Married,Oregon,2177,3,No,17,7,1,0,0,Bachelors,Entry Level,Very High,Excellent
1049,45,No,Human Resources,24,Medical,Male,Human Resources,Single,Oklahoma,2177,1,No,16,6,6,3,0,Masters,Entry Level,Medium,Excellent
362,32,No,Research & Development,2,Technical Degree,Male,Laboratory Technician,Single,Washington,2176,4,No,13,9,6,2,0,College,Intermediate,Low,Excellent
478,21,Yes,Sales,1,Technical Degree,Female,Sales Representative,Single,Tennessee,2174,1,Yes,11,3,3,2,1,College,Entry Level,Medium,Excellent
1202,29,No,Research & Development,15,Life Sciences,Female,Research Scientist,Married,Georgia,2168,0,Yes,18,6,5,4,1,College,Entry Level,Very High,Excellent
1649,40,Yes,Research & Development,7,Life Sciences,Male,Laboratory Technician,Single,Missouri,2166,3,Yes,14,10,4,2,0,Bachelors,Entry Level,Low,Excellent
974,29,No,Sales,20,Technical Degree,Female,Sales Representative,Married,Tennessee,2157,1,No,15,3,3,1,0,Bachelors,Entry Level,Very High,Excellent
1286,28,No,Research & Development,1,Medical,Male,Laboratory Technician,Single,Iowa,2154,0,Yes,11,5,4,2,0,Masters,Entry Level,High,Excellent
286,36,No,Research & Development,18,Medical,Female,Laboratory Technician,Single,Florida,2153,1,No,13,8,8,1,1,College,Entry Level,Very High,Excellent
1818,26,Yes,Human Resources,20,Medical,Female,Human Resources,Married,Kansas,2148,0,Yes,11,6,5,1,1,College,Entry Level,Medium,Excellent
1746,24,No,Human Resources,10,Medical,Male,Human Resources,Married,Maine,2145,0,No,14,3,2,2,2,Bachelors,Entry Level,Very High,Excellent
1947,28,No,Research & Development,16,Medical,Male,Research Scientist,Single,South Dakota,2144,1,No,14,5,5,3,1,Bachelors,Entry Level,High,Excellent
829,36,No,Human Resources,13,Human Resources,Male,Human Resources,Married,Kentucky,2143,4,No,13,8,5,2,0,Bachelors,Entry Level,Medium,Excellent
1609,30,No,Research & Development,7,Medical,Male,Research Scientist,Married,Arkansas,2141,1,No,12,6,6,4,1,Bachelors,Entry Level,Medium,Excellent
1937,38,No,Research & Development,8,Medical,Female,Research Scientist,Divorced,Washington,2133,1,Yes,16,20,20,11,0,Bachelors,Intermediate,Medium,Excellent
1004,30,Yes,Research & Development,22,Life Sciences,Female,Research Scientist,Married,Maryland,2132,4,Yes,11,7,5,2,0,Bachelors,Entry Level,High,Excellent
1546,45,No,Research & Development,28,Technical Degree,Male,Research Scientist,Married,Maine,2132,4,No,20,8,5,4,0,Bachelors,Entry Level,Very High,Outstanding
643,24,No,Research & Development,17,Other,Male,Laboratory Technician,Married,South Carolina,2127,1,No,21,1,1,0,0,College,Entry Level,Medium,Outstanding
1448,41,No,Research & Development,5,Medical,Male,Research Scientist,Married,Minnesota,2127,2,Yes,12,7,4,2,0,Doctorate,Entry Level,High,Excellent
959,19,Yes,Sales,21,Other,Male,Sales Representative,Single,Wisconsin,2121,1,Yes,13,1,1,0,0,Bachelors,Entry Level,Medium,Excellent
454,29,Yes,Research & Development,8,Other,Male,Laboratory Technician,Married,Minnesota,2119,1,Yes,11,7,7,7,0,Masters,Entry Level,Low,Excellent
391,37,No,Research & Development,1,Life Sciences,Female,Research Scientist,Single,Alabama,2115,1,No,12,17,17,12,5,Bachelors,Entry Level,Very High,Excellent
1461,31,No,Human Resources,8,Medical,Female,Human Resources,Single,Louisiana,2109,9,No,18,8,3,2,0,College,Entry Level,Medium,Excellent
1762,29,No,Research & Development,4,Technical Degree,Female,Research Scientist,Divorced,Arkansas,2109,1,No,13,1,1,0,0,Bachelors,Entry Level,Low,Excellent
1210,41,Yes,Research & Development,5,Life Sciences,Male,Research Scientist,Divorced,Arkansas,2107,6,No,17,5,1,0,0,College,Entry Level,Low,Excellent
1856,47,No,Research & Development,9,Life Sciences,Female,Laboratory Technician,Single,New Hampshire,2105,4,No,12,7,2,2,2,Masters,Entry Level,High,Excellent
1434,27,No,Research & Development,11,Life Sciences,Male,Laboratory Technician,Married,Maine,2099,0,No,14,6,5,0,1,College,Entry Level,Low,Excellent
562,30,No,Research & Development,3,Life Sciences,Male,Laboratory Technician,Married,Rhode Island,2097,4,No,15,9,5,3,1,Bachelors,Entry Level,Very High,Excellent
645,25,No,Sales,13,Medical,Male,Sales Representative,Married,South Dakota,2096,1,No,11,7,7,4,0,College,Entry Level,High,Excellent
1303,25,No,Research & Development,1,Medical,Female,Research Scientist,Single,Michigan,2096,1,No,18,2,2,2,2,Bachelors,Entry Level,Medium,Excellent
591,42,No,Research & Development,5,Other,Male,Laboratory Technician,Married,New Jersey,2093,4,No,17,8,2,2,2,College,Entry Level,High,Excellent
4,37,Yes,Research & Development,2,Other,Male,Laboratory Technician,Single,Arkansas,2090,6,Yes,15,7,0,0,0,College,Entry Level,High,Excellent
262,43,No,Research & Development,7,Medical,Male,Research Scientist,Divorced,Maine,2089,4,No,14,7,5,4,2,Bachelors,Entry Level,Very High,Excellent
238,36,No,Research & Development,3,Medical,Male,Laboratory Technician,Single,Minnesota,2088,4,No,12,13,8,7,7,College,Entry Level,Medium,Excellent
42,39,Yes,Sales,5,Technical Degree,Male,Sales Representative,Married,Wisconsin,2086,3,No,14,19,1,0,0,Bachelors,Intermediate,Very High,Excellent
680,30,No,Research & Development,3,Medical,Female,Research Scientist,Divorced,Georgia,2083,1,No,20,1,1,0,0,Bachelors,Entry Level,High,Outstanding
1301,28,No,Research & Development,1,Technical Degree,Male,Research Scientist,Single,Oklahoma,2080,2,No,11,5,3,2,1,Bachelors,Entry Level,Low,Excellent
116,51,No,Research & Development,9,Life Sciences,Male,Laboratory Technician,Married,New York,2075,3,No,23,10,4,2,0,Masters,Entry Level,Very High,Outstanding
1569,35,Yes,Research & Development,2,Life Sciences,Female,Laboratory Technician,Divorced,Georgia,2074,1,Yes,12,1,1,0,0,Bachelors,Entry Level,Low,Excellent
133,37,Yes,Human Resources,6,Human Resources,Male,Human Resources,Divorced,Alaska,2073,4,Yes,22,7,3,2,0,Masters,Entry Level,Low,Outstanding
1592,23,No,Research & Development,10,Technical Degree,Male,Research Scientist,Married,Wisconsin,2073,2,No,16,4,2,2,2,Bachelors,Entry Level,High,Excellent
377,28,No,Research & Development,9,Medical,Male,Research Scientist,Married,North Carolina,2070,1,No,23,5,5,2,0,Bachelors,Entry Level,Very High,Outstanding
1131,21,No,Research & Development,1,Technical Degree,Female,Research Scientist,Single,Missouri,2070,1,Yes,11,2,2,2,2,College,Entry Level,Medium,Excellent
1441,56,No,Research & Development,1,Life Sciences,Female,Research Scientist,Married,Maryland,2066,2,No,22,5,3,2,1,College,Entry Level,Low,Outstanding
1499,30,No,Human Resources,1,Life Sciences,Male,Human Resources,Divorced,Idaho,2064,0,No,21,6,5,3,1,Bachelors,Entry Level,High,Outstanding
1883,29,No,Research & Development,7,Life Sciences,Male,Laboratory Technician,Single,South Carolina,2062,3,No,14,11,3,2,1,Bachelors,Entry Level,Low,Excellent
1581,26,No,Research & Development,3,Life Sciences,Female,Research Scientist,Married,Alabama,2061,1,No,21,1,1,0,0,Bachelors,Entry Level,Very High,Outstanding
300,29,Yes,Research & Development,1,Technical Degree,Male,Research Scientist,Single,North Dakota,2058,0,No,14,7,6,2,1,Bachelors,Entry Level,High,Excellent
700,27,No,Research & Development,3,Medical,Male,Research Scientist,Single,Connecticut,2045,0,No,13,5,4,2,1,Masters,Entry Level,Very High,Excellent
922,20,Yes,Sales,2,Medical,Female,Sales Representative,Single,Alabama,2044,1,No,13,2,2,2,0,Bachelors,Entry Level,High,Excellent
1799,28,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,New York,2044,1,No,11,5,5,3,0,Bachelors,Entry Level,Very High,Excellent
132,44,No,Research & Development,23,Medical,Male,Laboratory Technician,Married,Alabama,2042,4,No,12,17,3,2,1,Bachelors,Intermediate,Medium,Excellent
1053,26,Yes,Research & Development,2,Life Sciences,Male,Research Scientist,Married,South Dakota,2042,6,Yes,14,6,3,2,1,Bachelors,Entry Level,Low,Excellent
648,30,Yes,Sales,12,Life Sciences,Male,Sales Representative,Married,South Carolina,2033,1,No,18,1,1,0,0,Masters,Entry Level,Low,Excellent
1495,24,No,Sales,13,Life Sciences,Female,Sales Representative,Married,California,2033,1,No,13,1,1,0,0,College,Entry Level,Medium,Excellent
1374,34,No,Research & Development,26,Technical Degree,Female,Research Scientist,Divorced,Nebraska,2029,1,No,20,5,5,4,0,College,Entry Level,High,Outstanding
19,28,Yes,Research & Development,24,Life Sciences,Male,Laboratory Technician,Single,Georgia,2028,5,Yes,14,6,4,2,0,Bachelors,Entry Level,High,Excellent
1698,33,No,Research & Development,21,Medical,Male,Laboratory Technician,Married,New Jersey,2028,1,No,18,14,14,11,2,Bachelors,Entry Level,Medium,Excellent
218,27,No,Research & Development,9,Medical,Male,Research Scientist,Divorced,South Carolina,2024,6,No,18,6,2,2,2,Bachelors,Entry Level,Medium,Excellent
881,35,Yes,Research & Development,25,Life Sciences,Female,Research Scientist,Divorced,Michigan,2022,1,Yes,19,10,10,2,7,Masters,Entry Level,Medium,Excellent
